Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
86,K2,Geometry,parts of a whole,Conceptual misunderstanding,The student struggles to visualize the fractional parts and may not understand what a 'whole' represents. They might focus on individual objects instead of the collection as a whole.
87,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student confuses the concept of fractions and simply adds the numbers directly without considering the context of the whole. For example, if the problem asks for the sum of 1/4 and 2/4, the student might incorrectly answer 3/8 or 3, not understanding that the denominators represent the total number of parts, and only the numerators should be summed while keeping the same denominator."
88,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of equal parts and may count the pieces but not identify if they're the same size.  They might also misinterpret 'whole' and 'parts'. For example, if given a circle cut into 4 unequal pieces and asked 'What fraction is this piece?' and the student points to a large piece and says 'One!' because it's one piece, failing to recognize the concept of 'out of'."
89,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student confuses the concept of 'equal parts' and attempts to estimate the number of equal parts based on perceived sizes rather than actual division. They might also struggle with the idea of a whole being divided at all, perhaps thinking it's always just one thing."
90,K2,Geometry,parts of a whole,Conceptual misunderstanding - Fraction Representation,"The student struggles to visually represent or understand equal parts of a whole. They might attempt to 'count' the parts in an unequal way, or not understand the concept of dividing a whole into equal sections. For example, if presented with a shape divided into irregular sections, the student may incorrectly state the fraction even if the whole is divided in unequal segments."
91,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student confuses the fraction representing the shaded portion with the total number of pieces, struggling to differentiate between the parts and the whole. For example, if a shape is divided into 4 parts and 2 are shaded, they might say 'there are 2 parts' instead of 'two-fourths' or 'half' understood in context."
92,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student struggles to visualize and represent the concept of equal shares, potentially miscounting or not understanding the need for equal parts. They might attempt to divide the whole into non-equal parts or fail to correctly identify the shaded portions if presented with a visual."
93,K2,Geometry,parts of a whole,Conceptual misunderstanding,The student struggles to understand that equal parts must be equal in size; possibly counting objects and not considering the area covered.
94,K2,Geometry,parts of a whole,Conceptual misunderstanding,The student is unable to understand that the shapes are not the same and doesn't understand the relationship between parts and the whole.
95,K2,Geometry,parts of a whole,Understanding of Fractions/Parts of a Whole,The student doesn't understand the concept of equal parts and may be counting the number of objects instead of focusing on the fraction of the whole.  May also misinterpret the question's intent if presented with a visual representation.
96,K2,Geometry,parts of a whole,Conceptual misunderstanding,The student confuses 'equal parts' with just splitting the shape randomly. They don't understand that the parts need to be the same size to represent fractions.
97,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of equal parts and their relation to the whole. They may count parts incorrectly, or not understand that all parts need to be the same size to represent fractions."
98,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student confuses the shaded area with the whole or does not understand that all parts must sum to the total. They might count the shaded parts and assume that is the answer, regardless of the total parts."
99,K2,Geometry,parts of a whole,Conceptual misunderstanding,"The student incorrectly interprets 'parts of a whole'. They might focus on the number of objects, their sizes, or grouping them without understanding the relationship to the whole."
100,K2,Geometry,parts of a whole,Conceptual misunderstanding,The student struggles to visually represent or quantify fractional parts. May count objects incorrectly or misinterpret the concept of 'part of' in a whole.
1,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the number of parts being counted with the total number of parts. They may believe that if they have 2 shaded parts and 3 total parts, the fraction represents 2 regardless of the context."
2,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the meaning of numerator and denominator, possibly focusing on the number of objects rather than the proportion of the whole."
3,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to accurately identify equal parts of the whole, potentially over-counting or under-counting the total parts or incorrectly identifying the shaded/represented portion."
4,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses equal parts with just any parts, not understanding the need for the whole to be divided equally. They might count individual items without considering the shared whole or the size of each part relative to others."
5,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student does not understand that the shaded part of the figure represents a fraction of the whole, and instead focuses on the number of shaded parts in isolation."
6,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to visualize and represent fractions concretely, potentially confusing the total number of parts with the numerator or denominator. They may not understand the concept of equal parts of a whole."
7,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student focuses on individual parts of a whole without understanding their relationship to the whole; may miscount pieces or not understand the denominator represents the total parts.
8,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses on the size of the individual pieces, not the number of pieces representing the fraction. For example, when asked to color 1/2 of a shape divided into four parts, they color only one small piece instead of two."
9,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to accurately count and represent the parts of a whole, potentially confusing the total number of parts with the shaded or highlighted parts. They might also lack a clear understanding of the meaning of numerator and denominator in relation to a fraction."
10,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student counts individual objects instead of considering the fractional part of the whole. They might also confuse the numerator with the denominator or fail to understand the meaning of the fractional notation.
11,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to understand the concept of equal parts or shares, potentially miscounting the total parts or focusing on one part only and not recognizing its relationship to the whole."
12,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles to visually represent or understand the concept of equal parts within a whole and may inaccurately divide the whole or count portions.
13,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the size of the parts; they might not understand that equal sized parts are crucial for fractions. They might think 1/4 is bigger than 1/2 because the number 4 is bigger than the number 2, failing to grasp the inverse relationship between the denominator and the size of the part."
14,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to accurately represent the shaded portions of the whole and relates the numbers to the parts rather than the ratio to the whole. For example, if the question asks to shade 1/4 of a shape and the student counts the shaded pieces but gets the total wrong."
15,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands what 'part of a whole' represents. They might focus on the quantity of the objects used to represent the whole, or incorrectly count the total objects that were used to represent the part"
16,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student is unable to correctly identify equal parts of a whole, potentially confusing the total number of objects with the desired fraction. They may also not understand the concept of a 'part' vs. the whole."
17,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles with the concept of equal parts. May not divide the whole object into equal sized pieces or accurately represent the fraction given.
18,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the meaning of ""parts of a whole"" and counts the number of objects, ignoring the division into equal parts or the relationship to the whole. They might be trying to add or subtract the total number of items presented."
19,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts individual parts without considering the whole or incorrectly identifies what constitutes a 'part' compared to the entire shape. For example, they may count the number of shaded squares in a larger shape, ignoring how many total squares are there and what fraction the shaded squares represent."
20,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student misunderstands the concept of a fraction representing a portion of a whole. They may count individual objects instead of understanding the relationship to the total.
21,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of 'whole' and focuses on the number of pieces, not their relationship to the original amount. For example, when asked to identify 1/2 of a shape, the student might count one piece out of several without recognizing the division into equal parts."
22,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses on the individual parts of the shape instead of the total number of parts and how many are shaded. For example, if shown a shape divided into 4 sections with one section shaded, the student might say ""One"" without relating it to the whole and not understanding it is 'one out of four'."
23,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the number of parts instead of focusing on the relative size of the shaded portion to the whole, or attempts to count individual elements within the shaded portion without consideration for the total."
24,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the numerator and denominator, or simply sees the numbers as separate entities, not parts of a whole. For example, if asked to color 1/3 of a shape, they might color three sections, or one section but claim it represents three."
25,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the denominator's meaning, believing it represents the total number of shaded parts instead of the total number of equal parts in the whole."
26,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to visualize or quantify the fractional parts, potentially counting incorrectly or misunderstanding the total quantity."
27,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student attempts to add the numerators and denominators directly, treating the fraction as two separate numbers instead of a whole."
28,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles with the concept of equal parts and incorrectly assumes each part represents the same amount regardless of shape or size when identifying fractions as parts of a whole.  For example, given a rectangle divided into four sections, where one section is larger than the others, the student counts the larger piece as one-fourth even though the parts are not equal."
29,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student doesn't understand the concept of a whole needing to be divided into equal parts or confuses the numerator with the total number of parts, possibly counting objects incorrectly."
30,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding - Fraction as part of a whole,"Student confuses the total number of pieces with the number of colored pieces, and incorrectly counts the whole as one part."
31,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student believes that when dividing a whole into equal parts, the size of each part changes depending on how the whole is oriented. For example, they might think cutting a pizza slice vertically vs. horizontally results in differently sized slices, even though both result in the same number of equal pieces."
32,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of a fraction representing a portion of a whole, possibly focusing on counting individual parts without relating them to the overall size."
33,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts each part of the whole as a separate whole, or misinterprets the denominator when representing the number of total parts."
34,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the total number of objects presented, rather than focusing on the fraction as the proportion of a whole, potentially confusing it with counting or simple addition."
35,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the number of parts with the size of the parts, likely by counting all the shapes regardless of their color or filling status. They may also fail to recognize the need for equal parts. For example, when asked to identify 1/3 shaded on a picture of a circle divided into four parts, the student may say there are 4 parts or 3 shaded (if one is shaded) without considering if those parts are the same size."
36,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student attempts to count all the parts, regardless of the original whole, and treats each part as a 'whole' unit."
37,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student confuses the denominator as the quantity of items to be divided rather than representing the total number of equal parts in the whole.
38,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student doesn't understand the concept of 'whole' and counts individual objects as representing the fraction rather than the division of the entire set.
39,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the number of shaded parts without understanding the whole or the equal parts. The student might also confuse the meaning of the fraction bar, interpreting it as a plus or minus sign."
40,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to visualize or represent the fractional parts of the whole, possibly counting objects incorrectly or not understanding the concept of equal-sized parts. They may also incorrectly interpret the numerator as a total number of items instead of parts of a whole."
41,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student thinks fractions represent whole, distinct objects rather than parts of a single object, and may attempt to 'add' the parts as separate entities."
42,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student is unable to accurately divide the whole into equal parts or identify the correct number of parts being represented. Possibly focusing on individual objects instead of the whole area.
43,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the numerator and denominator, focusing solely on the individual parts counted instead of their relationship to the whole. For example, when asked to identify 1/3 of a shape divided into three parts and only one part is shaded, the student might say, 'There's one part, so the answer is one!' without considering the total number of parts."
44,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of 'parts of a whole'. They might count individual objects instead of considering the group as a whole, or they might not understand the relationship between the numerator and denominator. They may also not understand that the denominator represents the total number of parts the whole is divided into."
45,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the individual pieces regardless of whether they represent equal parts, or does not understand that a fraction represents a portion of a whole. Example scenario: If asked to identify 1/2 of a pizza cut into unequal slices, the student might point to one of the slices, regardless of its size, or count all slices."
46,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student doesn't understand the concept of a fraction as a part of a whole and may be counting the number of pieces without considering the whole.
47,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the numerator and denominator when representing a fraction; potentially misinterpreting the shaded portion as the total number of parts, and the total number of parts as the shaded portion."
48,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student doesn't understand that fractions represent parts of a whole and may be confusing it with other number concepts. For example, they might not understand that the denominator represents the total number of parts the whole is divided into. They may count individual objects rather than consider a fraction as a portion of the whole."
49,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts individual parts correctly, but misinterprets the whole, possibly confusing the number of shaded parts with the total parts needed for a whole."
50,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student may not understand that the fractional parts need to be of the same whole and attempts to add or compare fractions with different sized wholes, or simply counts objects without considering them as parts of a whole."
51,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student doesn't understand the concept of equal parts representing fractions of a whole, likely confusing the number of shaded parts with the overall number of parts in the whole. They might count shaded parts as the fraction, regardless of the total parts."
52,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student believes that parts must always be equal in size to represent a fraction accurately.
53,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the total number of pieces and then only focuses on a subset without understanding the need to relate that subset to the *whole*. They may also confuse the denominator with the number of items that were shaded, without realizing these values represent different quantities (total items vs items with particular trait)."
54,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses on the numerical size of the pieces without understanding the relationship to the whole. They might, for example, count individual pieces in a picture without considering how many make up the original whole."
55,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the shaded parts without considering the whole or the equal parts. They might count only the visible shaded pieces, neglecting the total parts the shape is divided into. For instance, if the shape is a circle divided into four parts and only one part is shaded, the student might say the fraction is 'one', instead of 'one-fourth'."
56,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the concept of parts of a whole and counts individual objects instead of understanding the fraction represents a portion of the whole. For example, in a question showing a circle divided into four equal parts and asking how many parts are shaded, they might count the individual pieces of the circle but not relate it to the whole."
57,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses solely on the numerator or denominator without understanding the relationship between them. For example, when asked to identify 1/4 of a shape, they might point to 1 part without considering if the whole shape is divided into 4 equal parts."
58,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of equal parts. For example, when asked to shade one-half of a shape, they may shade a portion that is visually 'half' but not actually divided into two equal parts, or they may not divide the shape at all."
59,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of equal parts, and may not recognize that fractional parts must be the same size. For example, when asked to color 1/2 of a shape divided into unequal sections, the student may color the largest section, assuming that it represents the fraction."
60,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the number of sections, not the shaded part, as the numerator when identifying a fraction."
61,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student incorrectly equates the numerator and denominator, thinking any shape with two sections divided is automatically one half, regardless of equal part size. They might also incorrectly interpret 'parts of a whole' by focusing only on the number of sections and not their size/equality."
62,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student attempts to add the numerators and denominators directly, treating them as separate whole numbers instead of understanding the relationship between parts and the whole."
63,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles to accurately count the equal parts and/or identify the shaded portion in relation to the whole. They may also not understand the fractional representation and attempts to relate it to their knowledge of whole numbers only.
64,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to accurately partition the whole into equal parts, perhaps drawing unequal segments or miscounting the total segments, leading to an incorrect fractional representation. They might also not understand the concept of the 'whole' and might focus on the individual parts instead."
65,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the total number of objects, not the shaded portions, when determining the fraction. For example, if there are 3 objects, 2 shaded, the student might say 'There are three parts! Two are shaded!' instead of 'Two out of three are shaded'."
66,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to visually represent the fraction and confuses it with additive or multiplicative operations. For example, if asked 'Color 1/2 of the circle', they might color the entire circle, color a quarter and say they have colored half, or try to cut it into more than two parts without understanding the concept of the same-sized pieces."
67,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student is unable to accurately represent the fractional part of a whole. They may not understand the concept of equal parts, or they may miscount the total number of parts, leading to an incorrect representation of the fraction."
68,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses on the number of pieces without considering their size relative to the whole, potentially misinterpreting 'parts of a whole' as simply counting individual components regardless of proportion. They might count the total pieces present without determining if a piece is actually equivalent to the one needed to be considered 'part of the whole'."
69,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student focuses on the number of objects in each 'part' and doesn't consider the relationship to the whole. They might count individual pieces without understanding how they relate to the total number of pieces that make up the whole fraction.
70,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to equally divide the whole into the required number of parts and/or incorrectly identifies the shaded portion representing the fraction. For example, they might draw unequal parts or miscount how many parts are shaded."
71,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student doesn't understand the concept of a fraction as a part of a whole, focusing on quantity instead. Possibly confused by similar shapes. For example: Given a circle split into 4 equal parts, and asked to identify 1/4, the student may point to 1 piece and say 'that's one' without understanding the relationship to the whole. Or, if presented with two separate pieces, they may count them separately, not realizing they contribute to the same fraction of the whole."
72,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student counts the number of 'pieces' without considering if they are equal in size; may also struggle with comparing relative sizes, and treats unequal parts as the same quantity when counting them."
73,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student misunderstands the concept of equal parts and might try to divide the whole into unequal pieces or count the pieces incorrectly. They might also not understand that the denominator represents the total number of parts, and the numerator represents the parts being considered."
74,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student thinks each part of the whole must be a different shape or color, even if the total number of parts is correct."
75,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to identify and represent fractional parts, possibly confusing them with whole numbers or misinterpreting the concept of 'part of a whole'. They may also struggle with the concept of equal parts."
76,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student attempts to count individual objects rather than understanding the fractional relationship. They might point to each object and try to count all of them separately, failing to identify the 'whole' and the 'part'."
77,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the number of parts needed with the total number of parts in the whole. For example, when asked to color 1/4 of a shape, they might color 1 part, even if the shape is divided into more than four parts, or they might color 4 parts, misinterpreting the numerator and denominator as separate actions."
78,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student attempts to count parts, but confuses the total number of parts with the number of colored parts when determining the fraction.  Also, the student might not understand what the denominator represents."
79,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student confuses equal parts with unequal parts and/or doesn't understand the concept of a whole. Perhaps they counted objects without considering if they were split fairly.
80,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the numerator and denominator, or focuses on the individual components instead of the whole."
81,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student doesn't understand that the denominator represents the total number of equal parts. They may count individual objects instead of the equal groups.
82,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles to understand the concept of equal parts and might not divide the whole object into the specified number of pieces evenly. They might also count individual parts incorrectly or not understand how the colored parts relate to the whole.
83,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the total number of pieces with the number of pieces shaded, leading to an incorrect fractional representation. They might also not understand the meaning of 'whole' and count unrelated objects."
84,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles to understand that equal parts are required to describe a fraction. They might not understand the concept of equal parts or attempt to count individual objects instead of sections of a whole divided into equal pieces.
85,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to accurately represent fractional parts and may confuse the numerator and denominator or not understand that the whole must be equally divided.  Example: Given a shape divided into 4 parts, and asked to color 1/4, they color 1 part, but then say 1/4 represents coloring 'one whole part' or might color 2 or 3 parts and not understand the error."
86,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student doesn't understand the concept of 'equal parts' or 'whole'. May focus on individual objects instead of the collection as a whole.
87,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student confuses the denominator (the total number of parts) with the number of shaded parts (the numerator), or misinterprets the meaning of 'whole'."
88,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to equally divide the whole into parts or focuses on the number of lines drawn instead of the created sections. For example, when asked to show 1/4 of a shape, they might draw one line, thinking that represents the fraction, or they may incorrectly interpret the quantity requested and focus on the number of times a portion is represented as opposed to the size of each section."
89,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student may not fully understand the concept of a fraction representing parts of a whole. They might struggle to identify equal-sized parts, or may count all objects instead of the highlighted ones, or might count the number of highlighted items and then use the number of total items in a different context to make the denominator."
90,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student focuses solely on the shaded parts without considering the total number of parts making up the whole, leading to an incorrect fraction representation. Perhaps they think 1/2 means just 1 block, rather than 1 out of a total of 2."
91,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student incorrectly identifies the fraction represented when dealing with unequal parts of the whole. They may count the number of shaded parts regardless of the size of the parts or focus on individual shapes rather than the total unit.
92,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to visualize and quantify the fractional parts correctly. They may miscount the total parts or the shaded parts, or they may not understand that the parts need to be equal in size for a fraction to apply."
93,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,The student struggles to visualize or accurately represent equal parts of the whole. They may incorrectly divide the shape or count parts.
94,K3,Numbers and Operations,fractions as parts of a whole,Conceptual misunderstanding,"The student struggles to represent the fraction as a proportional part of a whole, possibly focusing on numerical values rather than the relationship between the part and the whole. They might count the parts and not the whole, or attempt to add the numerator and denominator incorrectly. They may also struggle to recognize equal sized portions."
